cluster,item_id,name,category,occasion,body_type,image_path
16,186,"Casual Shorts #186",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\186.jpg
16,230,"Casual Shirt #230",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\230.jpg
16,261,"Formal Shirt #261",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\261.jpg
16,326,"Party Pants #326",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\326.jpg
16,392,"Party Shirt #392",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\392.jpg
16,422,"Party Jacket #422",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\422.jpg
16,426,"Formal Dress #426",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\426.jpg
17,153,"Sporty Skirt #153",Pants,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\153.jpg
17,337,"Casual Skirt #337",Pants,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\337.jpg
17,434,"Casual Pants #434",Pants,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\434.jpg
17,442,"Party Skirt #442",Pants,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\442.jpg
17,478,"Party Shorts #478",Traditional,Everyday,Rectangle,C:\Users\anish\my_website\backend\dataset\images\478.jpg
18,9,"Casual Jacket #9",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\009.jpg
18,51,"Sporty Dress #51",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\051.jpg
18,77,"Party Jacket #77",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\077.jpg
18,130,"Casual Pants #130",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\130.jpg
18,133,"Formal Pants #133",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\133.jpg
18,200,"Formal Shirt #200",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\200.jpg
18,210,"Party Dress #210",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\210.jpg
18,228,"Formal Shirt #228",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\228.jpg
18,229,"Party Dress #229",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\229.jpg
18,250,"Casual Dress #250",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\250.jpg
18,268,"Party Pants #268",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\268.jpg
18,288,"Casual Shorts #288",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\288.jpg
18,290,"Formal Dress #290",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\290.jpg
18,303,"Casual Shirt #303",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\303.jpg
18,313,"Formal Shirt #313",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\313.jpg
18,331,"Casual Skirt #331",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\331.jpg
18,354,"Party Skirt #354",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\354.jpg
18,358,"Formal Jacket #358",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\358.jpg
18,369,"Party Dress #369",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\369.jpg
18,385,"Party Shorts #385",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\385.jpg
18,386,"Casual Skirt #386",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\386.jpg
18,388,"Formal Jacket #388",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\388.jpg
18,419,"Casual Shirt #419",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\419.jpg
18,421,"Casual Dress #421",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\421.jpg
18,431,"Party Jacket #431",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\431.jpg
18,438,"Casual Dress #438",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\438.jpg
18,476,"Casual Shirt #476",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\476.jpg
18,481,"Party Jacket #481",Traditional,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\481.jpg
18,492,"Party Pants #492",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\492.jpg
19,40,"Casual Shorts #40",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\040.jpg
19,44,"Party Dress #44",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\044.jpg
19,92,"Party Pants #92",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\092.jpg
19,93,"Formal Jacket #93",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\093.jpg
19,94,"Party Skirt #94",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\094.jpg
19,95,"Casual Shirt #95",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\095.jpg
19,96,"Party Jacket #96",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\096.jpg
19,97,"Sporty Skirt #97",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\097.jpg
19,123,"Formal Jacket #123",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\123.jpg
19,126,"Sporty Shorts #126",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\126.jpg
19,150,"Party Skirt #150",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\150.jpg
19,161,"Sporty Pants #161",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\161.jpg
19,208,"Casual Skirt #208",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\208.jpg
19,396,"Sporty Shirt #396",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\396.jpg
